transaction_id,customer_id,timestamp,transaction_amount,merchant_category,transaction_country,transaction_description,is_fraud,description_length,transaction_frequency,consistency_score,entity_has_payment_instruments,entity_has_gift_cards,entity_has_crypto,entity_has_subscriptions,entity_has_refunds,entity_has_P2P,entity_has_digital_goods
TX000339,CUST0161,2025-02-03 03:50:00,93.0,Entertainment,CA,monthly streaming service subscription renewal,0,46,14,10,0,0,0,1,0,0,1
TX000340,CUST0017,2025-02-04 04:41:00,134.78,Groceries,CA,weekly grocery shopping at local supermarket,0,44,20,10,0,0,0,0,0,0,0
TX000341,CUST0061,2025-02-04 05:01:00,80.82,Healthcare,CA,pharmacy purchase for personal care items,0,41,16,10,0,0,0,0,0,0,0
TX000342,CUST0074,2025-02-04 06:22:00,111.45,Automotive,CA,car wash and vacuum service,0,27,11,10,0,0,0,0,0,0,0
TX000343,CUST0091,2025-02-04 07:58:00,204.34,Electronics,CA,large international online retail purchase,0,42,14,8,0,0,0,0,0,0,0
TX000344,CUST0037,2025-02-04 08:52:00,7.97,Dining,CA,daily coffee shop purchase and pastry,0,37,16,10,0,0,0,0,0,0,0
TX000345,CUST0046,2025-02-04 09:57:00,10.96,Dining,CA,daily coffee shop purchase and pastry,0,37,18,10,0,0,0,0,0,0,0
TX000346,CUST0169,2025-02-04 10:15:00,134.4,Groceries,CA,weekly grocery shopping at local supermarket,0,44,9,10,0,0,0,0,0,0,0
TX000347,CUST0010,2025-02-04 11:42:00,63.63,Online Retail,CA,online book order for new releases,0,34,9,10,0,0,0,0,0,0,0
TX000348,CUST0082,2025-02-04 12:39:00,10.36,Dining,CA,daily coffee shop purchase and pastry,0,37,13,10,0,0,0,0,0,0,0
TX000349,CUST0074,2025-02-04 13:24:00,105.81,Automotive,CA,gas station fill-up for morning commute,0,39,11,10,0,0,0,0,0,0,0
TX000350,CUST0174,2025-02-05 14:11:00,125.75,Online Retail,CA,small online retail purchase delivery,1,37,11,10,0,0,0,0,0,0,0
TX000351,CUST0045,2025-02-05 15:04:00,250.77,Travel,GB,travel agency booking for exotic destination,0,44,18,10,0,0,0,0,0,0,0
TX000352,CUST0123,2025-02-05 16:21:00,110.15,Utilities,CA,utility bill payment for electricity and gas,0,44,18,10,1,0,0,0,0,0,0
TX000353,CUST0021,2025-02-05 17:56:00,11.02,Dining,CA,daily coffee shop purchase and pastry,0,37,18,10,0,0,0,0,0,0,0
TX000354,CUST0141,2025-02-05 18:57:00,67.43,Dining,CA,dinner at local restaurant with friends,0,39,15,10,0,0,0,0,0,0,0
TX000355,CUST0132,2025-02-05 19:09:00,10.2,Dining,CA,daily coffee shop purchase and pastry,0,37,16,10,0,0,0,0,0,0,0
TX000356,CUST0027,2025-02-05 20:53:00,24.31,Automotive,CA,car wash and vacuum service,0,27,11,10,0,0,0,0,0,0,0
TX000357,CUST0134,2025-02-05 21:39:00,10.34,Dining,CA,daily coffee shop purchase and pastry,0,37,11,10,0,0,0,0,0,0,0
TX000358,CUST0022,2025-02-05 22:04:00,106.63,Utilities,CA,utility bill payment for electricity and gas,0,44,12,10,1,0,0,0,0,0,0
TX000359,CUST0054,2025-02-05 23:32:00,98.74,Automotive,CA,gas station fill-up for morning commute,0,39,17,10,0,0,0,0,0,0,0
TX000360,CUST0172,2025-02-06 00:13:00,105.15,Groceries,CA,weekly grocery shopping at local supermarket,0,44,10,10,0,0,0,0,0,0,0
TX000361,CUST0128,2025-02-06 01:48:00,110.95,Fashion,CA,clothing store purchase for new apparel,0,39,23,10,0,0,0,0,0,0,0
TX000362,CUST0034,2025-02-06 02:06:00,113.68,Healthcare,CA,pharmacy purchase for personal care items,0,41,12,10,0,0,0,0,0,0,0
TX000363,CUST0084,2025-02-06 03:18:00,10.31,Dining,CA,daily coffee shop purchase and pastry,0,37,18,10,0,0,0,0,0,0,0
TX000364,CUST0121,2025-02-06 04:23:00,104.97,Entertainment,CA,monthly streaming service subscription renewal,0,46,17,10,0,0,0,1,0,0,1
TX000365,CUST0117,2025-02-06 05:14:00,128.52,Groceries,CA,weekly grocery shopping at local supermarket,0,44,12,10,0,0,0,0,0,0,0
TX000366,CUST0137,2025-02-06 06:15:00,123.65,Home Goods,CA,purchase of groceries and other items,0,37,20,4,0,0,0,0,0,0,0
TX000367,CUST0077,2025-02-06 07:14:00,25.13,Automotive,CA,car wash and vacuum service,0,27,12,10,0,0,0,0,0,0,0
TX000368,CUST0175,2025-02-06 08:13:00,832.06,Financial Services,CN,anonymous crypto purchase from offshore provider,1,48,16,9,0,0,1,0,0,0,1
TX000369,CUST0015,2025-02-06 09:33:00,87.89,Automotive,CA,gas station fill-up for morning commute,0,39,6,10,0,0,0,0,0,0,0
TX000370,CUST0065,2025-02-07 10:39:00,9.47,Dining,CA,daily coffee shop purchase and pastry,0,37,15,10,0,0,0,0,0,0,0
TX000371,CUST0141,2025-02-07 11:52:00,10.6,Dining,CA,daily coffee shop purchase and pastry,0,37,15,10,0,0,0,0,0,0,0
TX000372,CUST0178,2025-02-07 12:46:00,6.78,Dining,CA,daily coffee shop purchase and pastry,0,37,13,10,0,0,0,0,0,0,0
TX000373,CUST0036,2025-02-07 13:13:00,139.73,Groceries,CA,weekly grocery shopping at local supermarket,0,44,14,10,0,0,0,0,0,0,0
TX000374,CUST0118,2025-02-07 14:50:00,28.52,Healthcare,CA,pharmacy purchase for personal care items,0,41,18,10,0,0,0,0,0,0,0
TX000375,CUST0114,2025-02-07 15:23:00,5.92,Dining,CA,daily coffee shop purchase and pastry,0,37,12,10,0,0,0,0,0,0,0
TX000376,CUST0030,2025-02-07 16:40:00,8.01,Dining,CA,daily coffee shop purchase and pastry,0,37,12,10,0,0,0,0,0,0,0
TX000377,CUST0177,2025-02-07 17:46:00,112.59,Utilities,CA,utility bill payment for electricity and gas,0,44,18,10,1,0,0,0,0,0,0
TX000378,CUST0004,2025-02-07 18:01:00,136.69,Groceries,CA,weekly grocery shopping at local supermarket,0,44,15,10,0,0,0,0,0,0,0
TX000379,CUST0066,2025-02-07 19:21:00,114.28,Education,CA,online book order for new releases,0,34,18,7,0,0,0,0,0,0,0
TX000380,CUST0045,2025-02-08 20:00:00,76.54,Dining,CA,dinner at local restaurant with friends,0,39,18,10,0,0,0,0,0,0,0
TX000381,CUST0124,2025-02-08 21:45:00,112.18,Utilities,CA,utility bill payment for electricity and gas,0,44,13,10,1,0,0,0,0,0,0
TX000382,CUST0040,2025-02-08 22:32:00,96.06,Automotive,CA,gas station fill-up for morning commute,0,39,14,10,0,0,0,0,0,0,0
TX000383,CUST0099,2025-02-08 23:13:00,47.93,Services,CA,monthly gym membership auto-payment,0,35,9,9,1,0,0,1,0,0,0
TX000384,CUST0112,2025-02-08 00:51:00,6.26,Dining,CA,daily coffee shop purchase and pastry,0,37,11,10,0,0,0,0,0,0,0
TX000385,CUST0175,2025-02-08 01:42:00,9.49,Dining,CA,daily coffee shop purchase and pastry,0,37,16,10,0,0,0,0,0,0,0
TX000386,CUST0141,2025-02-08 02:38:00,250.77,Travel,GB,travel agency booking for exotic destination,0,44,15,10,0,0,0,0,0,0,0
TX000387,CUST0060,2025-02-08 03:55:00,13.62,Dining,CA,daily coffee shop purchase and pastry,0,37,9,10,0,0,0,0,0,0,0
TX000388,CUST0006,2025-02-08 04:34:00,122.95,Groceries,CA,weekly grocery shopping at local supermarket,0,44,14,10,0,0,0,0,0,0,0
TX000389,CUST0067,2025-02-08 05:57:00,8.01,Dining,CA,daily coffee shop purchase and pastry,0,37,16,10,0,0,0,0,0,0,0
TX000390,CUST0151,2025-02-09 06:23:00,104.94,Services,CA,monthly streaming service subscription renewal,0,46,8,8,0,0,0,1,0,0,1
TX000391,CUST0027,2025-02-09 07:32:00,1250.29,Fashion,GB,express delivery for designer handbag from abroad,1,49,11,10,0,0,0,0,0,0,0
TX000392,CUST0143,2025-02-09 08:10:00,10.36,Dining,CA,daily coffee shop purchase and pastry,0,37,15,10,0,0,0,0,0,0,0
TX000393,CUST0006,2025-02-09 09:48:00,133.58,Groceries,CA,weekly grocery shopping at local supermarket,0,44,14,10,0,0,0,0,0,0,0
TX000394,CUST0095,2025-02-09 10:52:00,90.54,Entertainment,CA,monthly streaming service subscription renewal,0,46,14,10,0,0,0,1,0,0,1
TX000395,CUST0177,2025-02-09 11:01:00,5476.92,Services,BR,unverified financial consulting service fee,1,43,18,10,1,0,0,0,0,0,0
TX000396,CUST0039,2025-02-09 12:33:00,123.0,Home Goods,CA,purchase of groceries and other items,0,37,13,4,0,0,0,0,0,0,0
TX000397,CUST0034,2025-02-09 13:07:00,11.23,Dining,CA,daily coffee shop purchase and pastry,0,37,12,10,0,0,0,0,0,0,0
TX000398,CUST0178,2025-02-09 14:45:00,10.2,Dining,CA,daily coffee shop purchase and pastry,0,37,13,10,0,0,0,0,0,0,0
TX000399,CUST0089,2025-02-09 15:53:00,1500.22,Software,US,suspicious software license payment overseas,1,44,18,10,1,0,0,0,0,0,1
TX000400,CUST0138,2025-02-10 16:30:00,123.95,Home Goods,CA,purchase of groceries and other items,0,37,7,4,0,0,0,0,0,0,0
TX000401,CUST0097,2025-02-10 17:49:00,10.96,Dining,CA,daily coffee shop purchase and pastry,0,37,8,10,0,0,0,0,0,0,0
TX000402,CUST0059,2025-02-10 18:13:00,9.49,Dining,CA,daily coffee shop purchase and pastry,0,37,9,10,0,0,0,0,0,0,0
TX000403,CUST0019,2025-02-10 19:47:00,6.26,Dining,CA,daily coffee shop purchase and pastry,0,37,14,10,0,0,0,0,0,0,0
TX000404,CUST0078,2025-02-10 20:52:00,22.84,Healthcare,CA,pharmacy purchase for personal care items,0,41,17,10,0,0,0,0,0,0,0
TX000405,CUST0191,2025-02-10 21:29:00,120.35,Automotive,CA,gas station fill-up for morning commute,0,39,19,10,0,0,0,0,0,0,0
TX000406,CUST0179,2025-02-10 22:00:00,113.79,Services,CA,car wash and vacuum service,0,27,20,9,0,0,0,0,0,0,0
TX000407,CUST0085,2025-02-10 23:23:00,1600.0,Fashion,CH,high-value luxury watch order with express shipping,1,51,8,10,0,0,0,0,0,0,0
TX000408,CUST0023,2025-02-10 00:43:00,119.5,Automotive,CA,gas station fill-up for morning commute,0,39,19,10,0,0,0,0,0,0,0
TX000409,CUST0073,2025-02-10 01:25:00,105.15,Fashion,CA,clothing store purchase for new apparel,0,39,15,10,0,0,0,0,0,0,0
TX000410,CUST0169,2025-02-11 02:53:00,47.93,Services,CA,monthly gym membership auto-payment,0,35,9,9,1,0,0,1,0,0,0
TX000411,CUST0036,2025-02-11 03:19:00,11.23,Dining,CA,daily coffee shop purchase and pastry,0,37,14,10,0,0,0,0,0,0,0
TX000412,CUST0049,2025-02-11 04:05:00,107.01,Healthcare,CA,pharmacy purchase for personal care items,0,41,17,10,0,0,0,0,0,0,0
TX000413,CUST0014,2025-02-11 05:15:00,1100.45,Financial Services,MX,urgent international wire transfer for unknown services,1,55,15,10,1,0,0,0,0,0,0
TX000414,CUST0132,2025-02-11 06:30:00,2500.0,Automotive,CA,large groceries expense abroad,0,30,16,1,0,0,0,0,0,0,0
TX000415,CUST0069,2025-02-11 07:43:00,10.36,Dining,CA,daily coffee shop purchase and pastry,0,37,9,10,0,0,0,0,0,0,0
TX000416,CUST0186,2025-02-11 08:48:00,106.63,Education,CA,online book order for new releases,0,34,11,7,0,0,0,0,0,0,0
TX000417,CUST0132,2025-02-11 09:00:00,10.31,Dining,CA,daily coffee shop purchase and pastry,0,37,16,10,0,0,0,0,0,0,0
TX000418,CUST0119,2025-02-11 10:04:00,110.13,Online Retail,CA,coffee and snack from cafe,1,26,14,2,0,0,0,0,0,0,0
TX000419,CUST0158,2025-02-11 11:41:00,10.96,Dining,CA,daily coffee shop purchase and pastry,0,37,19,10,0,0,0,0,0,0,0
TX000420,CUST0114,2025-02-12 12:24:00,10.96,Dining,CA,daily coffee shop purchase and pastry,0,37,12,10,0,0,0,0,0,0,0
TX000421,CUST0126,2025-02-12 13:53:00,10.36,Dining,CA,daily coffee shop purchase and pastry,0,37,18,10,0,0,0,0,0,0,0
TX000422,CUST0013,2025-02-12 14:35:00,9.49,Dining,CA,daily coffee shop purchase and pastry,0,37,16,10,0,0,0,0,0,0,0
TX000423,CUST0169,2025-02-12 15:26:00,11.23,Dining,CA,daily coffee shop purchase and pastry,0,37,9,10,0,0,0,0,0,0,0
TX000424,CUST0024,2025-02-12 16:33:00,12.33,Dining,CA,daily coffee shop purchase and pastry,0,37,15,10,0,0,0,0,0,0,0
TX000425,CUST0192,2025-02-12 17:48:00,114.28,Education,CA,online book order for new releases,0,34,16,7,0,0,0,0,0,0,0
TX000426,CUST0035,2025-02-12 18:35:00,11.23,Dining,CA,daily coffee shop purchase and pastry,0,37,11,10,0,0,0,0,0,0,0
TX000427,CUST0118,2025-02-12 19:09:00,104.97,Entertainment,CA,monthly streaming service subscription renewal,0,46,18,10,0,0,0,1,0,0,1
TX000428,CUST0068,2025-02-12 20:11:00,139.75,Groceries,CA,weekly grocery shopping at local supermarket,0,44,17,10,0,0,0,0,0,0,0
TX000429,CUST0059,2025-02-12 21:17:00,6.78,Dining,CA,daily coffee shop purchase and pastry,0,37,9,10,0,0,0,0,0,0,0
TX000430,CUST0089,2025-02-13 22:41:00,10.2,Dining,CA,daily coffee shop purchase and pastry,0,37,18,10,0,0,0,0,0,0,0
TX000431,CUST0170,2025-02-13 23:26:00,11.02,Dining,CA,daily coffee shop purchase and pastry,0,37,16,10,0,0,0,0,0,0,0
TX000400,CUST0121,2025-02-10 16:31:00,26.69,Subscription,AU,App store purchase,0,18,17,10,0,0,0,1,0,0,1
TX000401,CUST0053,2025-02-10 17:04:00,10.98,Entertainment,AU,Fast food lunch,0,15,22,2,0,0,0,0,0,0,0
TX000402,CUST0049,2025-02-10 18:25:00,35.53,Groceries,AU,Pet food supply,0,15,17,9,0,0,0,0,0,0,0
TX000403,CUST0103,2025-02-10 19:54:00,83.33,Dining,AU,Car wash service,0,16,14,1,0,0,0,0,0,0,0
TX000404,CUST0151,2025-02-10 20:46:00,6.88,Healthcare,AU,Music album download,0,20,8,1,0,0,0,0,0,0,1
TX000405,CUST0063,2025-02-10 21:22:00,34.19,Automotive,AU,Public transport fare,0,21,9,6,0,0,0,0,0,0,0
TX000406,CUST0112,2025-02-10 22:19:00,12.01,Online Retail,AU,Public transport fare,0,21,11,1,0,0,0,0,0,0,0
TX000407,CUST0028,2025-02-10 23:58:00,149.33,Hardware Store,AU,Pet food supply,0,15,10,1,0,0,0,0,0,0,0
TX000408,CUST0007,2025-02-10 00:55:00,34.34,Dining,AU,Mobile phone bill,0,17,11,1,0,0,0,0,0,0,0
TX000409,CUST0155,2025-02-10 01:25:00,23.95,Fashion,AU,Mobile phone bill,0,17,15,1,0,0,0,0,0,0,0
TX000410,CUST0168,2025-02-11 02:25:00,79.79,Services,AU,Parking fee payment,0,19,17,8,1,0,0,0,0,0,0
TX000411,CUST0084,2025-02-11 03:08:00,31.95,Subscription,AU,Coffee shop purchase,0,20,18,3,0,0,0,0,0,0,0
TX000412,CUST0036,2025-02-11 04:11:00,56.4,Books,AU,App store purchase,0,18,14,4,0,0,0,0,0,0,1
TX000413,CUST0031,2025-02-11 05:26:00,31.97,Online Retail,AU,Car wash service,0,16,12,1,0,0,0,0,0,0,0
TX000414,CUST0080,2025-02-11 06:00:00,65.41,Beauty,AU,Gym membership renewal,0,22,13,1,0,0,0,1,0,0,0
TX000415,CUST0109,2025-02-11 07:28:00,54.91,Groceries,AU,Gardening supplies,0,18,11,2,0,0,0,0,0,0,0
TX000416,CUST0116,2025-02-11 08:41:00,47.78,Automotive,AU,Gardening supplies,0,18,16,1,0,0,0,0,0,0,0
TX000417,CUST0168,2025-02-11 09:14:00,12.87,Online Retail,AU,Mobile phone bill,0,17,17,1,0,0,0,0,0,0,0
TX000418,CUST0056,2025-02-11 10:08:00,142.12,Pet Supplies,AU,Online course enrollment,0,24,10,1,0,0,0,0,0,0,1
TX000419,CUST0173,2025-02-11 11:32:00,69.8,Sporting Goods,AU,Car wash service,0,16,9,1,0,0,0,0,0,0,0
TX000420,CUST0152,2025-02-12 12:40:00,91.13,Automotive,AU,E-book purchase,0,15,15,1,0,0,0,0,0,0,1
TX000421,CUST0044,2025-02-12 13:07:00,105.15,Subscription,AU,New shoes purchase,0,18,16,1,0,0,0,0,0,0,0
TX000422,CUST0151,2025-02-12 14:24:00,53.07,Fashion,AU,Dry cleaning service,0,20,8,5,0,0,0,0,0,0,0
TX000423,CUST0013,2025-02-12 15:37:00,129.8,Online Retail,AU,Home repair supplies,0,20,16,6,0,0,0,0,0,0,0
TX000424,CUST0134,2025-02-12 16:37:00,74.07,Pharmacy,AU,Gardening supplies,0,18,11,1,0,0,0,0,0,0,0
TX000425,CUST0020,2025-02-12 17:03:00,76.22,Entertainment,AU,Supermarket groceries order,0,27,18,1,0,0,0,0,0,0,0
TX000426,CUST0166,2025-02-12 18:54:00,73.19,Subscription,AU,Dry cleaning service,0,20,22,3,0,0,0,1,0,0,0
TX000427,CUST0091,2025-02-12 19:47:00,57.17,Dining,AU,Public transport fare,0,21,14,1,0,0,0,0,0,0,0
TX000428,CUST0188,2025-02-12 20:33:00,94.75,Automotive,AU,Mobile phone bill,0,17,6,1,0,0,0,0,0,0,0
TX000429,CUST0172,2025-02-12 21:38:00,59.95,Hardware Store,AU,Public transport fare,0,21,10,1,0,0,0,0,0,0,0
TX000430,CUST0199,2025-02-13 22:39:00,104.09,Beauty,AU,Car wash service,0,16,15,1,0,0,0,0,0,0,0
TX000431,CUST0071,2025-02-13 23:58:00,128.43,Automotive,AU,Vehicle maintenance service,0,27,17,10,0,0,0,0,0,0,0
TX000432,CUST0128,2025-02-13 00:24:00,16.3,Pet Supplies,AU,Coffee shop purchase,0,20,23,1,0,0,0,0,0,0,0
TX000433,CUST0091,2025-02-13 01:29:00,83.16,Online Retail,AU,Online book purchase,0,20,14,10,0,0,0,0,0,0,0
TX000434,CUST0029,2025-02-13 02:06:00,17.58,Subscription,AU,Mobile phone bill,0,17,18,9,0,0,0,1,0,0,0
TX000435,CUST0140,2025-02-13 03:39:00,47.97,Groceries,AU,Supermarket groceries order,0,27,7,10,0,0,0,0,0,0,0
TX000436,CUST0120,2025-02-13 04:10:00,7.64,Entertainment,AU,Monthly streaming subscription,0,30,13,10,0,0,0,1,0,0,0
TX000437,CUST0155,2025-02-13 05:43:00,78.71,Healthcare,AU,Supermarket groceries order,0,27,15,1,0,0,0,0,0,0,0
TX000438,CUST0123,2025-02-13 06:12:00,71.9,Books,AU,Gym membership renewal,0,22,18,1,0,0,0,1,0,0,0
TX000439,CUST0198,2025-02-13 07:14:00,57.07,Healthcare,AU,Local bakery treats,0,19,10,1,0,0,0,0,0,0,0
TX000440,CUST0025,2025-02-14 08:55:00,46.16,Electronics,AU,Gas station fill-up,0,19,16,1,0,0,0,0,0,0,0
TX000441,CUST0177,2025-02-14 09:32:00,37.93,Online Retail,AU,Coffee shop purchase,0,20,18,2,0,0,0,0,0,0,0
TX000442,CUST0083,2025-02-14 10:00:00,93.99,Groceries,AU,Local craft market buy,0,22,11,5,0,0,0,0,0,0,0
TX000443,CUST0062,2025-02-14 11:11:00,109.91,Hardware Store,AU,Hardware store items,0,20,16,10,0,0,0,0,0,0,0
TX000444,CUST0009,2025-02-14 12:18:00,26.65,Electronics,AU,Restaurant dinner bill,0,22,17,1,0,0,0,0,0,0,0
TX000445,CUST0092,2025-02-14 13:21:00,583.9,Electronics,DE,Luxury watch order,1,18,11,3,0,0,0,0,0,0,0
TX000446,CUST0160,2025-02-14 14:17:00,93.38,Education,AU,Newspaper subscription,0,22,12,4,0,0,0,1,0,0,0
TX000447,CUST0143,2025-02-14 15:16:00,107.03,Fashion,AU,Monthly streaming subscription,0,30,15,1,0,0,0,1,0,0,0
TX000448,CUST0080,2025-02-14 16:00:00,45.3,Dining,AU,Haircut appointment,0,19,13,1,0,0,0,0,0,0,0
TX000449,CUST0033,2025-02-14 17:27:00,23.47,Pet Supplies,AU,Movie ticket booking,0,20,12,1,0,0,0,0,0,0,0
TX000450,CUST0025,2025-02-15 18:19:00,128.87,Hardware Store,AU,Hardware store items,0,20,16,10,0,0,0,0,0,0,0
TX000451,CUST0159,2025-02-15 19:45:00,6.89,Education,AU,Gas station fill-up,0,19,24,1,0,0,0,0,0,0,0
TX000452,CUST0127,2025-02-15 20:43:00,139.11,Online Retail,AU,Public transport fare,0,21,14,1,0,0,0,0,0,0,0
TX000453,CUST0068,2025-02-15 21:24:00,127.35,Automotive,AU,Car wash service,0,16,17,10,0,0,0,0,0,0,0
TX000454,CUST0075,2025-02-15 22:28:00,34.6,Entertainment,AU,Fast food lunch,0,15,15,4,0,0,0,0,0,0,0
TX000455,CUST0026,2025-02-15 23:45:00,40.7,Books,AU,Pet food supply,0,15,13,1,0,0,0,0,0,0,0
TX000456,CUST0132,2025-02-15 00:41:00,20.33,Services,AU,E-book purchase,0,15,16,6,0,0,0,0,0,0,1
TX000457,CUST0073,2025-02-15 01:12:00,45.69,Subscription,AU,Software license renewal,0,24,15,10,0,0,0,1,0,0,1
TX000458,CUST0168,2025-02-15 02:58:00,50.04,Online Retail,AU,Concert tickets purchase,0,24,17,7,0,0,0,0,0,0,0
TX000459,CUST0149,2025-02-15 03:59:00,1137.95,Electronics,US,High-end computer parts,1,23,17,10,0,0,0,0,0,0,0
TX000460,CUST0190,2025-02-16 04:18:00,109.1,Services,AU,Gym membership renewal,0,22,12,8,0,0,0,1,0,0,0
TX000461,CUST0080,2025-02-16 05:51:00,33.19,Online Retail,AU,Public transport fare,0,21,13,1,0,0,0,0,0,0,0
TX000462,CUST0071,2025-02-16 06:20:00,76.22,Home Goods,AU,Hardware store items,0,20,17,9,0,0,0,0,0,0,0
TX000463,CUST0179,2025-02-16 07:28:00,21.36,Fashion,AU,Supermarket groceries order,0,27,20,1,0,0,0,0,0,0,0
TX000464,CUST0007,2025-02-16 08:25:00,7.97,Sporting Goods,AU,Online book purchase,0,20,11,1,0,0,0,0,0,0,0
TX000465,CUST0121,2025-02-16 09:33:00,30.2,Electronics,AU,Coffee shop purchase,0,20,17,1,0,0,0,0,0,0,0
TX000466,CUST0112,2025-02-16 10:40:00,17.58,Entertainment,AU,Monthly streaming subscription,0,30,11,10,0,0,0,1,0,0,0
TX000467,CUST0069,2025-02-16 11:50:00,21.41,Beauty,AU,Haircut appointment,0,19,9,10,0,0,0,0,0,0,0
TX000468,CUST0128,2025-02-16 12:01:00,17.38,Online Retail,AU,Parking fee payment,0,19,23,1,0,0,0,0,0,0,0
TX000469,CUST0033,2025-02-16 13:48:00,19.82,Automotive,AU,E-book purchase,0,15,12,1,0,0,0,0,0,0,1
TX000470,CUST0122,2025-02-17 14:09:00,45.41,Healthcare,AU,Restaurant dinner bill,0,22,17,1,0,0,0,0,0,0,0
TX000471,CUST0194,2025-02-17 15:22:00,6.88,Electronics,AU,E-book purchase,0,15,14,5,0,0,0,0,0,0,1
TX000472,CUST0182,2025-02-17 16:46:00,29.53,Books,AU,Newspaper subscription,0,22,11,8,0,0,0,1,0,0,0
TX000473,CUST0021,2025-02-17 17:08:00,12.08,Dining,AU,Fast food lunch,0,15,18,10,0,0,0,0,0,0,0
TX000474,CUST0190,2025-02-17 18:27:00,1228.02,Online Retail,GB,Anonymous VPN subscription,1,26,12,4,0,0,0,1,0,0,1
TX000475,CUST0122,2025-02-17 19:11:00,21.73,Healthcare,AU,Monthly streaming subscription,0,30,17,1,0,0,0,1,0,0,0
TX000476,CUST0159,2025-02-17 20:20:00,172.06,Fashion,AU,Clothing store item,1,19,24,10,0,0,0,0,0,0,0
TX000477,CUST0141,2025-02-17 21:14:00,43.14,Pharmacy,AU,Pharmacy medicine pickup,0,24,15,10,0,0,0,0,0,0,0
TX000478,CUST0036,2025-02-17 22:29:00,122.95,Education,AU,School fees payment,0,19,14,10,0,0,0,0,0,0,0
TX000479,CUST0114,2025-02-17 23:49:00,54.04,Beauty,AU,Local bakery treats,0,19,12,1,0,0,0,0,0,0,0
TX000480,CUST0088,2025-02-18 00:20:00,17.15,Subscription,AU,Coffee shop purchase,0,20,11,1,0,0,0,0,0,0,0
TX000481,CUST0038,2025-02-18 01:38:00,5.48,Groceries,AU,Fast food lunch,0,15,10,4,0,0,0,0,0,0,0
TX000482,CUST0165,2025-02-18 02:43:00,655.08,Online Retail,MX,High-value crypto purchase,1,26,9,2,0,0,1,0,0,0,0
TX000483,CUST0002,2025-02-18 03:50:00,105.79,Pet Supplies,AU,Pet food supply,0,15,9,10,0,0,0,0,0,0,0
TX000484,CUST0150,2025-02-18 04:34:00,76.54,Home Goods,AU,Home repair supplies,0,20,16,9,0,0,0,0,0,0,0
TX000485,CUST0026,2025-02-18 05:40:00,113.88,Travel,AU,Car wash service,0,16,13,2,0,0,0,0,0,0,0
TX000486,CUST0169,2025-02-18 06:43:00,9.47,Entertainment,AU,Travel card top-up,0,18,9,2,1,0,0,0,0,0,0
TX000487,CUST0108,2025-02-18 07:15:00,1823.11,Services,NG,Urgent international wire transfer,1,34,16,6,0,0,0,0,0,1,0
TX000488,CUST0037,2025-02-18 08:36:00,23.78,Online Retail,AU,Hardware store items,0,20,16,6,0,0,0,0,0,0,0
TX000489,CUST0181,2025-02-18 09:44:00,59.5,Home Goods,AU,Online course enrollment,0,24,10,1,0,0,0,0,0,0,1
TX000490,CUST0144,2025-02-19 10:20:00,34.09,Fashion,AU,Clothing store item,0,19,13,10,0,0,0,0,0,0,0
TX000491,CUST0016,2025-02-19 11:03:00,139.81,Home Goods,AU,Home repair supplies,0,20,7,9,0,0,0,0,0,0,0
TX000492,CUST0137,2025-02-19 12:48:00,26.54,Sporting Goods,AU,Gas station fill-up,0,19,20,1,0,0,0,0,0,0,0
TX000493,CUST0158,2025-02-19 13:36:00,47.74,Services,AU,Utility bill payment,0,20,19,7,0,0,0,0,0,0,0
TX000494,CUST0052,2025-02-19 14:10:00,58.73,Pet Supplies,AU,Pet food supply,0,15,11,10,0,0,0,0,0,0,0
TX000495,CUST0064,2025-02-19 15:51:00,37.77,Dining,AU,Fast food lunch,0,15,18,10,0,0,0,0,0,0,0
TX000496,CUST0179,2025-02-19 16:33:00,37.07,Subscription,AU,Online book purchase,0,20,20,1,0,0,0,0,0,0,0
TX000497,CUST0181,2025-02-19 17:41:00,27.24,Electronics,AU,Movie ticket booking,0,20,10,1,0,0,0,0,0,0,0
TX000498,CUST0070,2025-02-19 18:01:00,134.82,Travel,AU,Online book purchase,0,20,9,1,0,0,0,0,0,0,0
TX000499,CUST0127,2025-02-19 19:55:00,10.63,Pharmacy,AU,Movie ticket booking,0,20,14,1,0,0,0,0,0,0,0
TX000500,CUST0185,2025-02-20 20:06:00,154.51,Electronics,AU,Prepaid card top-up offshore,1,28,13,1,1,0,0,0,0,0,0
TX000501,CUST0071,2025-02-20 21:12:00,6.78,Dining,AU,Coffee shop purchase,0,20,17,10,0,0,0,0,0,0,0
TX000502,CUST0140,2025-02-20 22:51:00,24.08,Fashion,AU,Clothing store item,0,19,7,10,0,0,0,0,0,0,0
TX000503,CUST0186,2025-02-20 23:24:00,23.35,Healthcare,AU,Pharmacy medicine pickup,0,24,11,9,0,0,0,0,0,0,0
TX000504,CUST0150,2025-02-20 00:31:00,10.15,Services,AU,E-book purchase,0,15,16,6,0,0,0,0,0,0,1
TX000505,CUST0005,2025-02-20 01:48:00,27.57,Online Retail,AU,Online book purchase,0,20,13,10,0,0,0,0,0,0,0
TX000506,CUST0199,2025-02-20 02:23:00,47.45,Automotive,AU,Gas station fill-up,0,19,15,9,0,0,0,0,0,0,0
TX000507,CUST0141,2025-02-20 03:54:00,79.54,Fashion,AU,New shoes purchase,0,18,15,10,0,0,0,0,0,0,0
