transaction_type_online purchase,transaction_type_transfer,transaction_type_withdrawal,merchant_category_Clothing,merchant_category_Crypto,merchant_category_Electronics,merchant_category_Entertainment,merchant_category_Food,merchant_category_Gambling,merchant_category_Services,merchant_category_Travel,merchant_category_Utilities,device_type_desktop,device_type_mobile,device_type_tablet,payment_channel_bank,payment_channel_card,payment_channel_e-wallet,description_tone_panic,description_tone_routine,description_tone_urgent,semantic_merchant_category_crypto/finance,semantic_merchant_category_daily essentials,semantic_merchant_category_luxury goods,semantic_merchant_category_other,semantic_merchant_category_services,transaction_amount,account_balance_before,account_balance_after,avg_transaction_amount_7d,time_since_last_transaction_hr,account_age_days,description_risk_score,transaction_frequency_24h,num_failed_transactions_7d,transaction_hour,is_weekend,num_devices_used,num_countries_used,kyc_verified,is_fraud
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.35199800926536307,0.26600900238626496,0.40486791262828165,0.46312719768190974,-0.6395999759608795,1.0586179037085857,-0.3688412036736182,0.0,0.0,11.0,1.0,1.0,0.0,0.0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.12073536045019381,0.813295590505683,0.8825856442561785,-0.19877467570579896,2.6559544290474704,1.013631301492449,-0.3688412036736182,0.0,0.0,17.0,1.0,1.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.3841825343353824,-0.5392087958302951,-0.41255729386544543,-0.19877467570579896,-0.15199946772889508,-1.5146157430544334,-0.3688412036736182,0.0,0.0,16.0,1.0,1.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.3704003532835006,-0.8466793655736948,-0.7343846616147681,-0.19877467570579896,-0.5732747821623317,1.3015455556757238,-0.3688412036736182,0.0,0.0,8.0,1.0,1.0,0.0,1.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.3952043637845435,-0.548997925964418,-0.4185415968173059,-0.1465272065024491,-0.6925518789571085,-1.5146157430544334,-0.3688412036736182,1.0,0.0,7.0,1.0,1.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.14569598664500807,-0.319211348498378,-0.2746416793641748,-0.19877467570579896,-0.6033605229274484,0.8066929312982202,0.09110829448033599,0.0,0.0,10.0,1.0,2.0,0.0,0.0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.1673220407411136,-0.5679117976170623,-1.3909617057990002,-0.014871128870903257,-0.6260434893941456,-1.028760439120157,3.7707042797119694,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.39465620885634367,-0.31565616260851254,-0.17839778030870612,-0.19877467570579896,-0.5882177275824817,0.7976956108549929,-0.3688412036736182,0.0,0.0,4.0,1.0,1.0,0.0,1.0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.2041723713068984,0.9747208202047658,1.0798856373198893,-0.19877467570579896,1.156051598517314,-0.3359667649916519,-0.3688412036736182,0.0,0.0,14.0,1.0,2.0,0.0,1.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.26711230324127316,-0.47678453781977365,-0.3917942378816182,-0.19877467570579896,-0.6029816407783166,0.563765279331082,0.09110829448033599,0.0,0.0,21.0,1.0,2.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.3593589468726181,-0.5804645016735259,-0.4642829294773293,-0.19877467570579896,-0.6184616828714115,1.0316259423789036,-0.3688412036736182,0.0,0.0,10.0,1.0,2.0,0.0,1.0,0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2682477670211157,1.9251216668581603,2.0826495111475136,-0.08786669053767725,-0.6591602873523156,-1.235698809314386,-0.3688412036736182,0.0,0.0,22.0,1.0,2.0,0.0,0.0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08889474566280314,-0.5146405529810455,-0.5631768118350815,-0.19877467570579896,2.1333302214913568,0.5457706384446274,-0.3688412036736182,0.0,0.0,9.0,1.0,2.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.28790303658942434,-0.03295880667023943,0.07308854714758048,-0.07809622517762843,-0.6192860638112804,-0.12003107435419579,-0.3688412036736182,0.0,0.0,16.0,1.0,1.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.2509808867828206,0.41149597327491705,0.5171573149756001,-0.19877467570579896,0.3255877265617517,-1.0827443617795212,-0.3688412036736182,0.0,0.0,12.0,1.0,2.0,0.0,1.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.31685736297540884,-0.9496596009918671,-0.8603680710818546,-0.19877467570579896,-0.5894584625323854,0.014928732294214302,0.09110829448033599,0.0,0.0,13.0,1.0,2.0,0.0,1.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.24798561163944294,-0.11402835370156661,-0.025259322167119003,-0.19877467570579896,1.3243751976941933,-0.18301231745678717,-0.3688412036736182,0.0,0.0,10.0,0.0,2.0,0.0,1.0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.23514312475018948,-0.9878902182449141,-0.9301339776362084,-0.19877467570579896,-0.47255874713490764,-1.8025299972377082,-0.3688412036736182,0.0,0.0,15.0,0.0,2.0,0.0,1.0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.042031472146297,0.3091730585083501,-1.1846998186553137,-0.19877467570579896,-0.501974157943868,-0.13802571524065047,3.3107547815580154,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2108200632638252,1.9376107592386622,1.9173604427545212,-0.19877467570579896,1.2637249090524203,-0.2369962401161512,-0.3688412036736182,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.2800330979774123,1.6413005046445623,1.7946895124152893,-0.19877467570579896,-0.5347953445549133,0.38381887046653523,-0.3688412036736182,0.0,0.0,20.0,0.0,2.0,0.0,1.0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.37924913998158377,0.7958165155441772,0.9607164706301037,-0.19877467570579896,1.9528490852214606,0.38381887046653523,-0.3688412036736182,0.0,0.0,8.0,0.0,2.0,0.0,1.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8899840193034302,-0.17558325214061,-0.5118443056141958,-0.19877467570579896,2.0454045816522024,0.46479475445558127,0.09110829448033599,0.0,0.0,14.0,0.0,1.0,0.0,1.0,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2727615701504075,1.2262343189937612,1.1615910290823346,-0.19877467570579896,3.0234118241438055,1.3465321578918605,-0.3688412036736182,0.0,0.0,11.0,0.0,1.0,0.0,1.0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.4083209281378969,-0.44045520288158513,-0.30186224960384184,-0.19877467570579896,-0.5637985648939392,0.30284298647748914,2.8508052834040614,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.24882742099346414,-0.3447479024150464,-0.2625929915474728,-0.19877467570579896,-0.013932314461246768,-1.3886532568492507,0.5510577926342902,0.0,0.0,12.0,0.0,1.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.3732977436182712,-1.0606407716532358,-0.9536926204004669,-0.07032512145496413,-0.6522904461867409,0.9056634561737209,-0.3688412036736182,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.354308090748491,0.19665813965990217,0.33429390677020954,-0.19877467570579896,-0.450720979308581,-1.7845353563512536,-0.3688412036736182,0.0,0.0,19.0,0.0,1.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.22418002618619265,1.1842223410029846,1.3031176098416617,-0.19877467570579896,2.0165221039760866,0.43780279312589926,-0.3688412036736182,0.0,0.0,17.0,0.0,2.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.25317350649562,1.6538320048090385,1.797608862152146,-0.19877467570579896,-0.5899622508845276,-0.8308193893691556,-0.3688412036736182,0.0,0.0,21.0,0.0,2.0,0.0,1.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.34371695445720113,-0.7553259309285418,-0.6502112908977237,-0.19877467570579896,2.833471124765919,1.1755830694705411,-0.3688412036736182,0.0,0.0,11.0,0.0,2.0,0.0,0.0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.3703416223983364,-1.1482199135246547,-1.0450005615467368,-0.19877467570579896,-0.5457787633396319,-1.766540715464799,-0.3688412036736182,0.0,0.0,10.0,0.0,2.0,1.0,0.0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.25734339934228306,1.0086187755284142,1.134574303712074,-0.19877467570579896,-0.48812622357010976,-1.6765675110325255,-0.3688412036736182,0.0,0.0,13.0,0.0,1.0,0.0,0.0,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.19219127073338754,1.307381613629042,1.4180788360129861,-0.19877467570579896,-0.5898789800825206,-0.7768354667097915,-0.3688412036736182,0.0,0.0,6.0,0.0,1.0,0.0,1.0,1
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.40828177421445405,-1.3815828807725474,-1.2712610864139764,-0.19877467570579896,-0.5085275700618163,0.4468001135691266,-0.3688412036736182,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.37623428787648466,-0.11125064385123426,0.02529420544567787,-0.19877467570579896,-0.6035811905527667,-1.4066478977357053,-0.3688412036736182,0.0,0.0,9.0,0.0,2.0,0.0,1.0,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.15722681709892616,0.3167004401638308,0.3846508696875074,-0.19877467570579896,2.0539065305371134,0.4737920748988086,0.09110829448033599,0.0,0.0,11.0,0.0,2.0,0.0,1.0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.08457671215072562,-1.3276331115929378,-1.3360691945374092,-0.19877467570579896,-0.5127993622047734,0.6447411633201281,3.3107547815580154,0.0,0.0,4.0,0.0,2.0,1.0,0.0,1
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.005692658346755613,1.8276473753926825,1.880377159305067,-0.19877467570579896,0.776961272380606,-0.6778649418342908,-0.3688412036736182,0.0,0.0,16.0,0.0,2.0,0.0,1.0,1
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3802671419910978,0.08275083190429039,0.22662013468016587,-0.06866527405789018,-0.6198189969441249,0.5457706384446274,-0.3688412036736182,0.0,0.0,14.0,0.0,2.0,0.0,1.0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.32170397445396487,0.8879474262288632,0.7949469107592245,1.552213432989282,-0.6285665946949566,-1.5865943066002521,-0.3688412036736182,0.0,0.0,10.0,0.0,2.0,0.0,1.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.3847894201487465,-0.5610205327211998,-0.43479822515246935,-0.19877467570579896,1.8088613779311171,0.24885906381812511,0.5510577926342902,0.0,0.0,22.0,0.0,2.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.4104939708889748,-1.4455903627181184,-1.3363676816676116,0.43079789724344697,-0.6804984303666004,0.6447411633201281,-0.3688412036736182,1.0,0.0,23.0,0.0,2.0,1.0,0.0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05635783528179819,-0.39228702825050465,-0.42505007229049707,-0.19877467570579896,-0.5915943586038641,1.067615224151813,-0.3688412036736182,0.0,0.0,18.0,0.0,1.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18448904974851135,1.239826013757601,1.2084171076545562,-0.19877467570579896,-0.2040728637639507,-1.55960234527057,-0.3688412036736182,0.0,0.0,11.0,0.0,2.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.4049341137600907,-1.1354268986923353,-1.018959379480064,-0.19877467570579896,3.069602138017069,1.3915187601079972,-0.3688412036736182,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.2572063606102331,0.07154810897101639,0.1693178858552344,-0.1389824456066585,-0.6794991807425167,0.5547679588878547,-0.3688412036736182,1.0,0.0,12.0,0.0,2.0,0.0,1.0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.1723598085095861,0.2792543669143128,0.3517080827566454,-0.19877467570579896,-0.5575782359840189,-1.478626461281524,-0.3688412036736182,0.0,0.0,10.0,0.0,1.0,0.0,1.0,0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3748639005559851,-0.20257580664040412,-0.06928253378500245,-0.19877467570579896,-0.5878180277328482,0.09590461628326036,-0.3688412036736182,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2766071296761633,-1.2968379924634268,-1.232938250965566,-0.19877467570579896,-0.5392794772429883,0.9596473788330849,0.09110829448033599,0.0,0.0,13.0,0.0,2.0,0.0,1.0,1
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.8116909269543235,0.798318574798675,-1.3389594235786362,-0.19877467570579896,-0.5981269530213105,0.32983494780717115,3.7707042797119694,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.1413107472194093,0.1066546861379387,0.16237988012150797,-0.19877467570579896,-0.09083706365477932,-1.4606318203950692,-0.3688412036736182,0.0,0.0,19.0,0.0,2.0,0.0,1.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.36208014455189586,0.7028939928919665,0.8586193117531071,-0.19877467570579896,2.1669050088605646,0.5727625997743093,-0.3688412036736182,0.0,0.0,18.0,0.0,2.0,0.0,1.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2918184289337089,0.6389147828023786,0.7665906333900075,-0.19877467570579896,0.7548986733888605,-0.6958595827207454,-0.3688412036736182,0.0,0.0,11.0,0.0,1.0,0.0,1.0,1
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.19199550111617333,0.565747219518307,0.65410466634719,-0.19877467570579896,0.5997693327899851,-0.8398167098123829,-0.3688412036736182,0.0,0.0,22.0,0.0,1.0,0.0,1.0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.33895975275889534,0.2232478202119381,0.35597426466636595,-0.19877467570579896,0.0750175562425933,-1.3076773728602045,-0.3688412036736182,0.0,0.0,10.0,0.0,2.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.1912124226473164,0.24786553880915796,0.3263876379068029,-0.19877467570579896,2.692830903716255,1.0496205832653582,-0.3688412036736182,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.07412261459148577,-0.03334754469000616,-0.006811361485836181,-0.19877467570579896,-0.6168379022322755,-0.5698970965155628,-0.3688412036736182,0.0,0.0,14.0,0.0,1.0,0.0,0.0,1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.2887252689817241,1.432223061686089,1.5825670852761675,-0.19877467570579896,-0.5107467369353018,-1.640578229259616,0.09110829448033599,0.0,0.0,15.0,0.0,1.0,0.0,1.0,1
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.4097304693818393,-1.404115549991019,-1.2939315479615354,-0.19877467570579896,-0.5028609919852421,1.4185107214376793,-0.3688412036736182,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.394949863282165,-1.0261844471739228,-0.9101499002604699,-0.19877467570579896,-0.6058086845064531,0.5457706384446274,-0.3688412036736182,0.0,0.0,10.0,0.0,1.0,1.0,1.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.380462911608312,0.7083928688806649,0.8711193703520663,0.36112203037082086,-0.6302486648954972,1.067615224151813,-0.3688412036736182,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.3542493598633267,1.9149437987042712,2.1041478646959852,-0.19877467570579896,0.705431653456623,-0.7408461849368821,-0.3688412036736182,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.09583346514054382,1.7362868727835337,1.8240286132620018,-0.19877467570579896,-0.5885924461915131,-0.9567818755743384,-0.3688412036736182,0.0,0.0,11.0,0.0,2.0,0.0,1.0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3767628658429631,0.04051974702964526,0.18181794445419325,-0.19877467570579896,-0.5073742694540198,-1.532610383940888,-0.3688412036736182,0.0,0.0,17.0,0.0,2.0,0.0,1.0,0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.030544297799598247,1.5368854725352512,1.5943609670061114,-0.19877467570579896,0.988527399039702,-0.4889212125265167,-0.3688412036736182,0.0,0.0,20.0,0.0,2.0,0.0,1.0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.4018017998846631,0.19713169324761792,0.3524433803212902,-0.059385218156067746,-0.6892876635184355,-1.3076773728602045,-0.3688412036736182,1.0,0.0,8.0,0.0,2.0,0.0,0.0,0
